# ChampSim Tracer implicit-operand assertion table — riscv64
# Expectations derived from the Sail RISC-V model; see docs/validator.rst (features.implicit_operands) for provenance and method.
# Generated by tools/implicit_audit.py --mode regenerate; the source / disposition / justification columns are written by hand and carried forward.
# probes 146  rows 593  MISS-BOTH 229  MISS-BOUNDARY 4  NOT-MODELLED 122  OK 238
family	hex	asm	kind	operand	source	expect	weight	disposition	justification
rvv_vd_tied_accumulate	57a4a4be	vnmsac.vv v8,v9,v10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate	57a4a4be	vnmsac.vv v8,v9,v10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate	57a4a4f6	vwmacc.vv v8,v9,v10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate	57a4a4f6	vwmacc.vv v8,v9,v10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate_fp	5794a4a2	vfmadd.vv v8,v9,v10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate_fp	5794a4a2	vfmadd.vv v8,v9,v10	WRITE	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_vd_tied_accumulate_fp	5794a4a2	vfmadd.vv v8,v9,v10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate_fp	5794a4b2	vfmacc.vv v8,v9,v10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate_fp	5794a4b2	vfmacc.vv v8,v9,v10	WRITE	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_vd_tied_accumulate_fp	5794a4b2	vfmacc.vv v8,v9,v10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate_fp	5794a4b6	vfnmacc.vv v8,v9,v10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate_fp	5794a4b6	vfnmacc.vv v8,v9,v10	WRITE	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_vd_tied_accumulate_fp	5794a4b6	vfnmacc.vv v8,v9,v10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate_fp	5794a4ba	vfmsac.vv v8,v9,v10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate_fp	5794a4ba	vfmsac.vv v8,v9,v10	WRITE	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_vd_tied_accumulate_fp	5794a4ba	vfmsac.vv v8,v9,v10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate_fp	5794a4f2	vfwmacc.vv v8,v9,v10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate_fp	5794a4f2	vfwmacc.vv v8,v9,v10	WRITE	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_vd_tied_accumulate_fp	5794a4f2	vfwmacc.vv v8,v9,v10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vsetvl_rd	d7f277cc	vsetivli x5,15,e8,mf2,ta,ma	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vsetvl_reg	d772b580	vsetvl x5,x10,x11	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vsetvl_x0_rs1	57701501	vsetvli x0,x10,e32,m2,tu,mu	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vsetvl_x0x0	5770800d	vsetvli x0,x0,e64,m1,ta,ma	READ	vl	SAIL+QEMU	MISS-BOTH	0	wont-fix	Sail alone reads the old vtype here, to trap when the rd=x0,rs1=x0 form would change VLMAX; QEMU's HELPER(vsetvl) never reads it and the spec calls that change reserved, so the read is a property of the model rather than of the machine
rvv_vsetvl_x0x0	5770800d	vsetvli x0,x0,e64,m1,ta,ma	READ	vtype	SAIL+QEMU	MISS-BOTH	0	wont-fix	Sail alone reads the old vtype here, to trap when the rd=x0,rs1=x0 form would change VLMAX; QEMU's HELPER(vsetvl) never reads it and the spec calls that change reserved, so the read is a property of the model rather than of the machine
rvv_vsetvl_x0x0	5770800d	vsetvli x0,x0,e64,m1,ta,ma	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vstart_mandatory	57252842	vcpop.m x10,v2	READ	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vstart_mandatory	57252842	vcpop.m x10,v2	WRITE	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vstart_mandatory	57a52842	vfirst.m x10,v2	READ	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vstart_mandatory	57a52842	vfirst.m x10,v2	WRITE	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vstart_mandatory	d7202852	viota.m v1,v2	READ	<tied-dst>	SAIL	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_vstart_mandatory	d7202852	viota.m v1,v2	READ	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vstart_mandatory	d7202852	viota.m v1,v2	WRITE	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_whole_reg_move	57b1409e	vmv2r.v v2,v4	READ	<tied-dst>	SAIL	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_whole_reg_move	57b1409e	vmv2r.v v2,v4	READ	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_whole_reg_move	57b1409e	vmv2r.v v2,v4	WRITE	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_whole_reg_move	d730209e	vmv1r.v v1,v2	READ	<tied-dst>	SAIL	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_whole_reg_move	d730209e	vmv1r.v v1,v2	READ	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_whole_reg_move	d730209e	vmv1r.v v1,v2	WRITE	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
c_ret	67800000	ret	READ	ra	SAIL+QEMU	MISS-BOUNDARY	500119528	modelling-decision	Capstone hides ra completely on the aliased link forms, and the plugin restores it ABOVE this boundary in refine_alias_fields() (champsim_tracer_decode.cc), which adds REG_LR to a call with no destination and to a return with no source; the trace carries the edge, the boundary this table reads does not
c_ret	8280	ret	READ	ra	SAIL+QEMU	MISS-BOUNDARY	500119528	modelling-decision	Capstone hides ra completely on the aliased link forms, and the plugin restores it ABOVE this boundary in refine_alias_fields() (champsim_tracer_decode.cc), which adds REG_LR to a call with no destination and to a return with no source; the trace carries the edge, the boundary this table reads does not
jalr_link_alias	e7000500	jalr x10	WRITE	ra	SAIL+QEMU	MISS-BOUNDARY	448340582	modelling-decision	Capstone hides ra completely on the aliased link forms, and the plugin restores it ABOVE this boundary in refine_alias_fields() (champsim_tracer_decode.cc), which adds REG_LR to a call with no destination and to a return with no source; the trace carries the edge, the boundary this table reads does not
jal_link_alias	ef000000	jal 0 <.text>	WRITE	ra	SAIL+QEMU	MISS-BOUNDARY	128232354	modelling-decision	Capstone hides ra completely on the aliased link forms, and the plugin restores it ABOVE this boundary in refine_alias_fields() (champsim_tracer_decode.cc), which adds REG_LR to a call with no destination and to a return with no source; the trace carries the edge, the boundary this table reads does not
c_ret	67800000	ret	READ	pc	SAIL+QEMU	NOT-MODELLED	500119528	-	-
c_ret	67800000	ret	WRITE	pc	SAIL+QEMU	NOT-MODELLED	500119528	-	-
c_ret	8280	ret	READ	pc	SAIL+QEMU	NOT-MODELLED	500119528	-	-
c_ret	8280	ret	WRITE	pc	SAIL+QEMU	NOT-MODELLED	500119528	-	-
c_jalr_ra	0295	jalr x10	READ	pc	SAIL+QEMU	NOT-MODELLED	448340582	-	-
c_jalr_ra	0295	jalr x10	WRITE	pc	SAIL+QEMU	NOT-MODELLED	448340582	-	-
jalr_link_alias	e7000500	jalr x10	READ	pc	SAIL+QEMU	NOT-MODELLED	448340582	-	-
jalr_link_alias	e7000500	jalr x10	WRITE	pc	SAIL+QEMU	NOT-MODELLED	448340582	-	-
c_j_nolink	01a0	j 0 <.text>	READ	pc	SAIL+QEMU	NOT-MODELLED	420901661	-	-
c_j_nolink	01a0	j 0 <.text>	WRITE	pc	SAIL+QEMU	NOT-MODELLED	420901661	-	-
c_j_nolink	6f000000	j 0 <.text>	READ	pc	SAIL+QEMU	NOT-MODELLED	420901661	-	-
c_j_nolink	6f000000	j 0 <.text>	WRITE	pc	SAIL+QEMU	NOT-MODELLED	420901661	-	-
branch_pc	01c1	beqz x10,0 <.text>	READ	pc	SAIL+QEMU	NOT-MODELLED	357335944	-	-
branch_pc	01c1	beqz x10,0 <.text>	WRITE	pc	SAIL+QEMU	NOT-MODELLED	357335944	-	-
auipc_pc	17050000	auipc x10,0x0	READ	pc	SAIL+QEMU	NOT-MODELLED	242003873	-	-
jal_link_alias	ef000000	jal 0 <.text>	READ	pc	SAIL+QEMU	NOT-MODELLED	128232354	-	-
jal_link_alias	ef000000	jal 0 <.text>	WRITE	pc	SAIL+QEMU	NOT-MODELLED	128232354	-	-
rvv_ldst_vstart_partial	87700502	vle64.v v1,(x10)	WRITE	mstatus	SAIL	NOT-MODELLED	16851270	-	-
c_jr_nolink	0285	jr x10	READ	pc	SAIL+QEMU	NOT-MODELLED	14665708	-	-
c_jr_nolink	0285	jr x10	WRITE	pc	SAIL+QEMU	NOT-MODELLED	14665708	-	-
rvv_vsetvl_rd	d772850d	vsetvli x5,x10,e64,m1,ta,ma	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	12635895	-	-
rvv_any_vector_op	d7802102	vadd.vv v1,v2,v3	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	8425635	-	-
rvv_v0_uncond_merge	d780215c	vmerge.vvm v1,v2,v3,v0	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	8425635	-	-
rvv_vd_tied_accumulate	57a4a4b6	vmacc.vv v8,v9,v10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	8425635	-	-
rvv_scalar_move	57251042	vmv.x.s x10,v1	WRITE	mstatus	SAIL	NOT-MODELLED	2100521	-	-
rvv_vstart_mandatory	d7a02102	vredsum.vs v1,v2,v3	WRITE	mstatus	SAIL	NOT-MODELLED	2100521	-	-
ecall_trap	73000000	ecall	READ	pc	SAIL+QEMU	NOT-MODELLED	725149	-	-
ecall_trap	73000000	ecall	WRITE	pc	SAIL+QEMU	NOT-MODELLED	725149	-	-
fp_mstatus_dirty	07358500	fld f10,8(x10)	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	438917	-	-
fp_flag_accrue	5325b5a2	feq.d x10,f10,f11	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	300757	-	-
c_sp_load	2225	fld f10,8(x2)	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	75259	-	-
fp_dynamic_rounding	53f5c512	fmul.d f10,f11,f12	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	13043	-	-
fp_dynamic_rounding	53f5c502	fadd.d f10,f11,f12	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	9805	-	-
ebreak_trap	0290	ebreak	READ	pc	SAIL+QEMU	NOT-MODELLED	4342	-	-
ebreak_trap	0290	ebreak	WRITE	pc	SAIL+QEMU	NOT-MODELLED	4342	-	-
ebreak_trap	73001000	ebreak	READ	pc	SAIL+QEMU	NOT-MODELLED	4342	-	-
ebreak_trap	73001000	ebreak	WRITE	pc	SAIL+QEMU	NOT-MODELLED	4342	-	-
fp_dynamic_rounding	537525d2	fcvt.d.l f10,x10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	2279	-	-
fp_dynamic_rounding	53f5c51a	fdiv.d f10,f11,f12	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	818	-	-
fp_no_flag_ops	530505f2	fmv.d.x f10,x10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	296	-	-
fp_flag_accrue	5305b5a2	fle.d x10,f10,f11	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	122	-	-
jal_link_alias	ef020000	jal x5,0 <.text>	READ	pc	SAIL+QEMU	NOT-MODELLED	49	-	-
jal_link_alias	ef020000	jal x5,0 <.text>	WRITE	pc	SAIL+QEMU	NOT-MODELLED	49	-	-
fp_dynamic_rounding	53f5c500	fadd.s f10,f11,f12	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	24	-	-
fp_no_flag_ops	5385c522	fsgnj.d f10,f11,f12	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	20	-	-
csrrs_rs1_nonzero	73a53500	csrrs x10,fcsr,x11	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
csrrs_rs1_nonzero	73f53000	csrrci x10,fcsr,1	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
csrrw_rd_nonzero	73953500	fscsr x10,x11	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
csrrw_rd_nonzero	73958500	csrrw x10,vstart,x11	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
csrrw_rd_nonzero	73959500	csrrw x10,vxsat,x11	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
csrrw_rd_zero	73102500	fsrm x10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
csrrw_rd_zero	73903500	fscsr x11	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
fp_dynamic_rounding	43f5c56a	fmadd.d f10,f11,f12,f13	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
fp_dynamic_rounding	537505c2	fcvt.w.d x10,f10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
fp_dynamic_rounding	53f5055a	fsqrt.d f10,f11	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
fp_static_rounding	531505c2	fcvt.w.d x10,f10,rtz	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
fp_static_rounding	5395c502	fadd.d f10,f11,f12,rtz	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_any_vector_op	d740253a	vslideup.vx v1,v2,x10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_any_vector_op	d750253e	vfslide1down.vf v1,v2,f10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_any_vector_op	d760253a	vslide1up.vx v1,v2,x10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_any_vector_op	d7a00852	vid.v v1	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_fixedpoint_rounding	d78021aa	vssrl.vv v1,v2,v3	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_fixedpoint_rounding	d7a02126	vaadd.vv v1,v2,v3	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_fixedpoint_rounding	d7a0212e	vasub.vv v1,v2,v3	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_fixedpoint_rounding	d7b021ae	vssra.vi v1,v2,3	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_fixedpoint_saturate	d740258e	vssub.vx v1,v2,x10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_fixedpoint_saturate	d7802186	vsadd.vv v1,v2,v3	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_fixedpoint_saturate	d780219e	vsmul.vv v1,v2,v3	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_fixedpoint_saturate	d7b021ba	vnclipu.wi v1,v2,3	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_fixedpoint_saturate	d7b021be	vnclip.wi v1,v2,3	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_fp_rounding	d7902102	vfadd.vv v1,v2,v3	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_fp_rounding	d7902106	vfredusum.vs v1,v2,v3	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_fp_rounding	d790210e	vfredosum.vs v1,v2,v3	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_scalar_move	57151042	vfmv.f.s f10,v1	WRITE	mstatus	SAIL	NOT-MODELLED	0	-	-
rvv_scalar_move	d7500542	vfmv.s.f v1,f10	WRITE	mstatus	SAIL	NOT-MODELLED	0	-	-
rvv_scalar_move	d7600542	vmv.s.x v1,x10	WRITE	mstatus	SAIL	NOT-MODELLED	0	-	-
rvv_v0_never_masklogic	d7a02166	vmand.mm v1,v2,v3	WRITE	mstatus	SAIL	NOT-MODELLED	0	-	-
rvv_v0_never_vcompress	d7a0215e	vcompress.vm v1,v2,v3	WRITE	mstatus	SAIL	NOT-MODELLED	0	-	-
rvv_v0_none_carryout	d7802146	vmadc.vv v1,v2,v3	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_none_carryout	d780214e	vmsbc.vv v1,v2,v3	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_uncond_carry	d7402540	vadc.vxm v1,v2,x10,v0	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_uncond_carry	d7402548	vsbc.vxm v1,v2,x10,v0	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_uncond_carry	d7802140	vadc.vvm v1,v2,v3,v0	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_uncond_carry	d7802148	vsbc.vvm v1,v2,v3,v0	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_uncond_carry	d7b02240	vadc.vim v1,v2,5,v0	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_uncond_carryout	d7402544	vmadc.vxm v1,v2,x10,v0	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_uncond_carryout	d740254c	vmsbc.vxm v1,v2,x10,v0	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_uncond_carryout	d7802144	vmadc.vvm v1,v2,v3,v0	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_uncond_carryout	d780214c	vmsbc.vvm v1,v2,v3,v0	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_uncond_carryout	d7b02244	vmadc.vim v1,v2,5,v0	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_uncond_merge	d740255c	vmerge.vxm v1,v2,x10,v0	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_uncond_merge	d7b0225c	vmerge.vim v1,v2,5,v0	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_vm0_arith	d7402500	vadd.vx v1,v2,x10,v0.t	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_vm0_arith	d7802100	vadd.vv v1,v2,v3,v0.t	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_vm0_arith	d7902100	vfadd.vv v1,v2,v3,v0.t	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_vm0_ldst	87700500	vle64.v v1,(x10),v0.t	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_vm0_ldst	87704504	vluxei64.v v1,(x10),v4,v0.t	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_vm0_ldst	8770b508	vlse64.v v1,(x10),x11,v0.t	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_vm0_ldst	a7700500	vse64.v v1,(x10),v0.t	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_v0_vm0_red	d7a02100	vredsum.vs v1,v2,v3,v0.t	WRITE	mstatus	SAIL	NOT-MODELLED	0	-	-
rvv_vd_policy_masktail	d7a02052	vmsbf.m v1,v2	WRITE	mstatus	SAIL	NOT-MODELLED	0	-	-
rvv_vd_tied_accumulate	5764a5b6	vmacc.vx v8,x10,v10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vd_tied_accumulate	5764a5f2	vwmaccu.vx v8,x10,v10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vd_tied_accumulate	5764a5fa	vwmaccus.vx v8,x10,v10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vd_tied_accumulate	57a4a4a6	vmadd.vv v8,v9,v10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vd_tied_accumulate	57a4a4ae	vnmsub.vv v8,v9,v10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vd_tied_accumulate	57a4a4be	vnmsac.vv v8,v9,v10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vd_tied_accumulate	57a4a4f6	vwmacc.vv v8,v9,v10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vd_tied_accumulate_fp	5794a4a2	vfmadd.vv v8,v9,v10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vd_tied_accumulate_fp	5794a4b2	vfmacc.vv v8,v9,v10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vd_tied_accumulate_fp	5794a4b6	vfnmacc.vv v8,v9,v10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vd_tied_accumulate_fp	5794a4ba	vfmsac.vv v8,v9,v10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vd_tied_accumulate_fp	5794a4f2	vfwmacc.vv v8,v9,v10	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vsetvl_rd	d7f277cc	vsetivli x5,15,e8,mf2,ta,ma	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
